query,intent
i need to know what traffic is going to be like at 3 00 pm on the new jersey turnpike heading into camden from north jersey,traffic
take everything off my to do list please,todo_list_update
could you translate atm machine into english,translate
how long do i have to pay the gas bill,bill_due
how many calories in chicken,calories
my credit card fell out of my back pocket and got flushed down the toilet,damaged_card
remove the june 12 event called sasha s wedding from my calendar,calendar_update
set an alarm to start work and another to stop,alarm
how many tablespoons are in a cup,measurement_conversion
i think the charge for uber on my account is fraudulent,report_fraud
does applebee s have good reviews,restaurant_reviews
i would like the song playing right now put on my driving playlist,update_playlist
what s the routing number for my usaa account,routing
what time is a star is born showing,out_of_scope
where do i find the interest rate for my platinum account,interest_rate
please put in a pto request for june 5th and 6th,pto_request
get my credit score,credit_score
can my car get to dallas with the gas currently in my tank,gas
can you tell me the miles per gallon rate of my car,mpg
would you mind repeating that,repeat
do i need to get gas soon,gas
what s my yearly salary,income
what do you do for fun,what_are_your_hobbies
i would like you to add milk if it is not on my shopping list already,shopping_list_update
how do i go about renting a car,car_rental
i need a recipe for chicken cordon bleu,recipe
clear my calendar for april 20th,calendar_update
i want to apply for a mastercard,new_card
tell me what i had wanted to remember earlier,reminder
transfer 200 dollars from paypal to savings,transfer
i need you to reset to your factor settings,reset_settings
can you tell me if my credit card expires in the near future,expiration_date
can you share my credit score with me,credit_score
do i have brush my teeth on my todo list,todo_list
what is 250 times 118 times 9,calculator
can you find out if my vacation time off request has been approved or not,pto_request_status
how high is my spending limit on my wells fargo card,credit_limit
can i rent a car from dfw airport from march 1st to march 8th,car_rental
is flight dl123 coming in on time,flight_status
i need to order new checks since i just used the last of them,order_checks
i need an update on my online order from nespresso,order_status
i need to find out the rewards points i have left on my american express card,rewards_balance
show me a well reviewed hotel in evans,book_hotel
how many miles does this car get per gallon,mpg
can you let me know what my credit limit is for my visa card,credit_limit
what timezone do ho chi minh use,timezone
do they take reservations at olive garden,accept_reservations
is there enough money in my bank of hawaii for vacation,balance
fairwell,goodbye
can you see where my package is,order_status
i would like to apply for a green card,new_card
you should reset your factory settings,reset_settings
what s the minimum payment for my internet bill,min_payment
how full or empty is my tank of gas,gas
what is the lowest amount i can pay for my medical bill,min_payment
can you tell me what kind of gas your car uses,gas_type
watch the stories on instagram,out_of_scope
speak to me in dutch,change_language
what are you able to do,what_can_i_ask_you
tell me what song this is,what_song
call macy,make_call
where is your family from,where_are_you_from
tell me my current health plan,insurance
what does circuitous mean,definition
maybe is what i am going to answer,maybe
what is my checking account balance at chase,balance
i need to rollover my 401k because i got a new job,rollover_401k
tell me the timezone that spain is in,timezone
do they take reservations at state bird,accept_reservations
5 people are going to be at tropicana by 8pm reserve the table under martins name please,restaurant_reservation
please set a reminder for me,alarm
how should i spell malignant,spelling
how much time do i have for vacation saved,pto_balance
how can i increase the credit limit on my discover card,credit_limit_change
explain my health benefits,insurance
we need an uber pool for 2 passengers going to the greenboro airport,uber
how do i order checks for my savings account,order_checks
can you find out what happened to my luggage,lost_luggage
what were my last five transactions on my visa card,transactions
i made a transaction recently,transactions
look up a recipe for dinner to suggest to me,meal_suggestion
do they take reservations at mcdonalds,accept_reservations
let s roll some dice,roll_dice
why won t you let me pay with my credit card,card_declined
what is my expiration data for my card,expiration_date
how long until i reach my destination,distance
turn the fan on please,smart_home
how many miles is five kilometers,measurement_conversion
how do i speed up the speech of this ai,change_speed
please contact my credit card company to report fraudulent activity on,report_fraud
when is today s meeting with john,meeting_schedule
how long are eggs good for,food_last
what do i do if i suspect my car battery is dead,jump_start
i need an uber to get to the bank,uber
does mexico have any travel alerts i should know about,travel_alert
go ahead and switch to the female voice,change_accent
i want a meeting to be scheduled,schedule_meeting
text jeff and tell him to pay the bill,text
what s my name in your system,user_name
roll a pair of six sided dice,roll_dice
i m finished with my to do list,todo_list_update
make a reservation for 2 tonight at 7 00 at outback steakhouse,restaurant_reservation
how safe is it to consume the substance h2o,out_of_scope
can i get the routing number for my boa account,routing
i want to know what sort of things you can assist me with,what_can_i_ask_you
how much does my bank account have,balance
reserve a table for 3 at andrea s steakhouse around 5pm under the name wheeler,restaurant_reservation
id like a car rental between january 1st to the 3rd in denver id like a ford,car_rental
what is the credit limit,credit_limit
please make a report that my card is split,damaged_card
what is the minimum i can pay on my insurance bill,min_payment
can i get a sear s appliance repairman,out_of_scope
tell me what type of fuel my car uses,gas_type
can you help me hunt for my missing cellphone,find_phone
for italy what timezone is it in,timezone
see if there are any employment agencies hiring managers right now,out_of_scope
making ribs perfectly is done how,recipe
define thoroughbred,definition
i have a lot of points saved up from my credit card rewards but don t know how to redeem them,redeem_rewards
erase the items on my to do list,todo_list_update
is doing my laundry already on my todo list,todo_list
go shopping and order everything on the list,order
is there an easy way to change feet into inches,measurement_conversion
i need to know trivia on star wars,fun_fact
i want to change your name to sarah,change_ai_name
can someone take a look at my car because the check engine light is on,schedule_maintenance
this credit card s apr is what,apr
is it possible for you to let me know what health plan i m on,insurance
give me my credit rating,credit_score
tell me what company programmed you,who_made_you
please tell me the current location,current_location
is there a reminder set to clean the gutters,reminder
do i have to put my mouth on theirs when doing cpr,out_of_scope
how do i get rid of an itchy rash,out_of_scope
change my amex pin to 1234,pin_change
what meetings are on my schedule today,meeting_schedule
can you tell me what happened to han solo in episode 4,out_of_scope
i ordered some curtains off amazon can you tell me if it s been shipped yet,order_status
how much do i have to pay back for my taxes,taxes
please remove laundry from my list of chores,todo_list_update
how will i know when my application for a credit card has been processed,application_status
i would like you put in a pto request for the dates july 4th to the 8th,pto_request
i d like you to call me something different,change_user_name
closest auto parts store to find replace for dead car battery,jump_start
how long until i can expect my new card to get mailed to me,replacement_card_duration
when s my next payday,payday
what was the area code of the phone number from that last scam call,out_of_scope
tell me nutritional info for fish,nutrition_info
tell me the current apr on my visa card from bbt,apr
i d like an appointment at your earliest availability for an oil change,schedule_maintenance
what are sigmund freud s most famous books,out_of_scope
do you have friendly or unfriendly pets,do_you_have_pets
when do i get my next check,payday
flip a two sided coin and tell me what it lands on,flip_coin
is it still safe to consume the cake she backed last thursday,food_last
can you trll me where to get my w2,w2
please show me how to apply for a visa card,new_card
what is the correct spelling of judgment,spelling
how much is my groceries and gas bill,bill_balance
the answer is no,no
clear my to do list,todo_list_update
can i switch cream out for milk,ingredient_substitution
tell me some things to see in tampa,travel_suggestion
what happens if you re skydiving and your parachute doesn t open,out_of_scope
what do my visa points look like,rewards_balance
is there any good place in hawaii for pasta,restaurant_suggestion
tomorrow i need an alarm at 7 tomorrow,alarm
get rid of my reservation at chez francois for jennifer,cancel_reservation
when is my paycheck arriving,payday
how much is auto febreeze on amazon,out_of_scope
how to improve my credit score,improve_credit_score
what timezone would tampa be in,timezone
i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,book_flight
what are the last 4 digits of my credit card number,out_of_scope
do i have butter on my list,shopping_list
what s my credit limit on my visa,credit_limit
what is the length of time i can leave pork in the fridge,food_last
i want to increase your volume,change_volume
speak in the language english,change_language
what are some good games for my android phone,out_of_scope
i need a flight for under 300 from pittsburgh to atlanta,book_flight
can you verify that i have a reservation at o reilly s for 9,confirm_reservation
i want to hear about your pets,do_you_have_pets
i d like to roll a dice and get the result,roll_dice
do i have any personal days left,pto_balance
why did my card get declined at the dentist office,card_declined
do you have any good recommendations for swiss cuisine,meal_suggestion
listen to next song on playlist,next_song
place my order alexa,order
how do you spell hotdog,spelling
i want a new policy with long term care insurance,insurance_change
can you freeze my bank account,freeze_account
find the closest cvs near galleria mall,directions
i need to get a flight out of seattle to dulles next week for under 500,book_flight
how do you fix a leaking sink,out_of_scope
is it ok to use oil spray instead of canola oil,ingredient_substitution
what are the benefits associated with my insurance,insurance
find me an uber to downtown,uber
how long do mosquito s live,out_of_scope
due to fraudulent activity on my card i need to make a report,report_fraud
will you roll a 4 sided dice,roll_dice
procedure to change oil in car,oil_change_how
how long will a new card take to reach me,replacement_card_duration
with my phone please pair,sync_device
can i change your language,change_language
turn on the tv,smart_home
how many euros can i exchange for 200 yen,exchange_rate
am i low on gas,gas
tell me about traffic conditions in ocean city nj on sunday mornings around 10 am in the summer,traffic
what is the phone number of the car rental place,car_rental
please tell me if you are an ai,are_you_a_bot
what types of pets do you own,do_you_have_pets
are there some good thai restaurants in san antonio,restaurant_suggestion
what number do you get when you roll one six sided die,roll_dice
how does measurement a convert to measurement b,measurement_conversion
can you remove this event from my calendar please,calendar_update
do i need a travel visa to visit germany,international_visa
who are some notable alumni of ucsd,out_of_scope
show me a hotel that has good reviews in kansas city,book_hotel
are my tires fully inflated,tire_pressure
who or what association do you work for,who_do_you_work_for
i need to make a call,make_call
where is my package en route,order_status
please cancel my dinner reservation,cancel_reservation
what kinds of taxes am i facing,taxes
what s my apr on my discovery card,apr
tell me how to get my 401k rolled over,rollover_401k
i want to hear what you think life s purpose is about,meaning_of_life
go back the the settings you had originally,reset_settings
i would like to order additional checkbooks to me mailed to my home address,order_checks
can you set a reminder for the meeting,reminder_update
i want to find out if this will hurt my credit,improve_credit_score
tell me what cas is needed for this car,gas_type
what types of hobbies do you enjoy,what_are_your_hobbies
is there traffic on bramble lane,traffic
after another eight days what day will it be,date
can you turn on the tv,smart_home
is it possible to cancel the reservation at outback for the johnsons,cancel_reservation
put bread on my shopping list,shopping_list_update
how strict is spirit when it comes to carry ons,carry_on
what type of gas does this car need,gas_type
how full are my tires,tire_pressure
where is improve the credit score,improve_credit_score
10 4,yes
i cracked my rewards card can i get a different one,damaged_card
does bellagio allow you to do reservations,accept_reservations
please tell me my current gps coordinates,current_location
when did i have my car looked at,last_maintenance
could you check if my order has been delivered please,order_status
tell me how to change my car s oil and what type of oil i should buy,oil_change_how
i don t know how to jump start my car,jump_start
go ahead and cancel the reservation i made for 6 00 pm at parc,cancel_reservation
that s a hard no from me,no
can i put in a pto request for september 1st to september 8th,pto_request
call me bob from now on,change_user_name
tell me how i know when i need an oil change,oil_change_when
put dishes on to do list,todo_list_update
have i scheduled anything on march 2nd on my calendar,calendar
i would like you to put a stop on my bank account,freeze_account
bring the sound up,change_volume
hello how are you,greeting
change the speed of your voice to slower,change_speed
i want you to call me a different name so can you call me charchar,change_user_name
what is the lowest amount i can pay for my electric bill,min_payment
i let my bank know that i m traveling to greece from march to april,travel_notification
i am going to germany soon do i need a visa,international_visa
i would like to report a fraud on my wells fargo card please,report_fraud
let s start whispering,whisper_mode
are there any transaction fees associated with my amex card if i am in france,international_fees
the song that s on add it to my favorite playlist,update_playlist
when do i need to change my motor oil,oil_change_when
is there a better way to check my visa rewards card balance,rewards_balance
what to do if luggage lost,lost_luggage
is it possible to apply for a new credit card,new_card
what timezone is china in,timezone
will i get my paycheck soon,payday
i would like an update on the progress of my credit card application,application_status
what is the current exchange rate between mxn and eur,exchange_rate
what is the location that td bank has their routing number listed,routing
set the volume to 4 please,change_volume
can you suggest a thai restaurant please,restaurant_suggestion
what s the nutritional info for an apple,nutrition_info
where can i find my phone,find_phone
my card was rejected at shakey s and i am wondering why,card_declined
who do i report lost luggage to,lost_luggage
the pin number to my card has been forgotten,pin_change
can i get an uber for 2 to go to austin,uber
what date will my replacement card get mailed,replacement_card_duration
send 20 from debit to steve s account,transfer
i want to set up direct deposit to my first hawaiian bank account,direct_deposit
how much sugar was in my urine this morning,out_of_scope
check order number,order_status
text my dad for me and tell them i love you,text
can the 401k i have be rolled over,rollover_401k
what do you know,what_can_i_ask_you
how many miles per gallon do i get in my car,mpg
unfortunately it would appear that my luggage is totally lost,lost_luggage
tell me the date,date
what were the things i want to recall,reminder
set this to my factory settings,reset_settings
can you tell me what you think the meaning of life is,meaning_of_life
how much money do i have coming in each month,income
can you tell me my name,user_name
what do you do for hobbies,what_are_your_hobbies
what type of pet do you have,do_you_have_pets
what is latin for i love you,translate
how re you doing,greeting
schedule a monday meeting with sam at 1 pm,schedule_meeting
can you please check on the status of my online order,order_status
flip a coin for me with you calling heads,flip_coin
how do i direct deposit my check,direct_deposit
are you a computer,are_you_a_bot
how would i replace my oil and what sort of oil should i use,oil_change_how
what s the due date for my netflix subscription,bill_due
how is the word economy spelled,spelling
how many vacation days i have used,pto_used
if i can i d like to get some more checkbooks mailed to me,order_checks
let me cash my credit rewards,redeem_rewards
report the card has been damaged,damaged_card
help me figure out where this fraudulent transaction from google came from on my account,report_fraud
where is the closest architecture college,out_of_scope
is bowling on my calendar,calendar
not sure,maybe
what does distinguish mean,definition
what is my current signal strength,out_of_scope
where is the closest target,directions
can you tell me some dog jokes,tell_joke
what kind of hobbies do you like to do,what_are_your_hobbies
i want to know the nutrition info for chicken nuggets,nutrition_info
can you increase the speaker volume please,change_volume
tell me who programmed you,who_made_you
there s a shady charge from comcast on my account,report_fraud
track down my phone for me,find_phone
i do not know the answer to that,maybe
i d like you to book me a room in austin near google s headquarters from january 01 2020 to february 02 2020,book_hotel
i would like you to change the settings back to factory default now please,reset_settings
how long is the chicken gonna take,cook_time
flip a coin for me ai,flip_coin
please list my real estate for sale,out_of_scope
i believe that there is some fraudulent activity on my capital one account,report_fraud
what is the interest rate on my capital one credit card,interest_rate
cross out bananas from my shopping list and put papayas on it please,shopping_list_update
okay thanks,thank_you
i need help investigating a suspicious transaction,report_fraud
what s a highly rated place for steak in omaha,restaurant_suggestion
i d like to hear a fun fact about the nfl,fun_fact
do i have any vacation time left,pto_balance
what is your place of origin,where_are_you_from
can you tell me what my name is,user_name
how much am i taxed each year,taxes
the date tomorrow is what,date
ai show me online options to order more checks for my usbank account,order_checks
do you know how long its been since i had my oil changed and a tune up,last_maintenance
please make a pto request from dates september 1 to 15,pto_request
i want you to adjust your speaking to be faster,change_speed
i need a quick recipe for spiral ham,recipe
how do i get to the beach by bus,directions
does my amex card use international transaction fees,international_fees
is it possible to rent a car from laguardia from tuesday to friday,car_rental
who was the first person to discover cells,out_of_scope
show me new cars with the highest safety rating,out_of_scope
give me the nutrition facts for chicken breast,nutrition_info
please increase my credit limit to 9 000,credit_limit_change
that s a yes,yes
in what place are you originally from,where_are_you_from
i intend to learn how to change oil,oil_change_how
i wanna know why my card was declined,card_declined
what name do you use to talk about me,user_name
how do i cash in credit card points,redeem_rewards
tires should be changed when,tire_change
reset to factory default,reset_settings
i would like a reservation for 6 30 pm at pietro s under the name david jones,restaurant_reservation
does buffalo wild wings do reservations,accept_reservations
what are some ways to reduce spending,out_of_scope
what does the word ataraxy mean,definition
how can i cash in rewards on my chase card,redeem_rewards
i am not sure,maybe
may i apply for a new credit card,new_card
call sarah,make_call
are you doing ok,greeting
could you roll a 6 sided dice,roll_dice
if a recipe calls for sour cream can i use yogurt,ingredient_substitution
i need an uber to the movies,uber
where can one receive their w 2 form,w2
sorry can you speak a little faster,change_speed
transfer 10 from checking to savings,transfer
am i able to order more checkbooks for my chase account,order_checks
lost report card need new one,report_lost_card
let me change your name to dina,change_ai_name
i placed an order and i need it tracked,order_status
how do you spell syzygy,spelling
tell me how much i have been buying as of late,spending_history
i want to know what my routing number is,routing
please change the name you refer to me by,change_user_name
do i need replacement tires if my last purchase was in june 2015,tire_change
i want to know how many days off i have utilized until now,pto_used
what s the best hand to have in texas hold em,out_of_scope
can you tell me the amount of gas i have,gas
what in the world is my credit rating,credit_score
i need a really good recipe for making doughnuts,recipe
i d like to change the ai name,change_ai_name
what types of things can i ask you,what_can_i_ask_you
what kind of questions may i ask you,what_can_i_ask_you
do i need any tools to change the oil in my car,oil_change_how
bella needs to be called,make_call
make the settings go back to the original,reset_settings
do you know what the timezone is in reno,timezone
what you just said is true,yes
what are the gps coordinates of this spot i am at right now,current_location
will you connect to my phone,sync_device
what are the things that i wanted to keep in mind,reminder
i require a car maintenance,schedule_maintenance
who is the singer on the speaker now,what_song
how do i get to new york by bus,directions
can you make a reservation at the restaurant for tomorrow,restaurant_reservation
when i should change oil,oil_change_when
check how busy cheesecake factory is,how_busy
how exactly do i find my credit score,credit_score
how are the reviews for pasta at assagios,restaurant_reviews
rolling over my 401k help,rollover_401k
does my apr rate suck,apr
how many days later is it okay to eat curry that was in the fridge,food_last
compose a text to mom i ll talk to you later,text
set up a new reminder to alert me when it s time to put the trash out,reminder_update
show me a tabulation of reviews for lcd tv s on amazon,out_of_scope
do i have enough gas in my tank to make it to washington dc,gas
does bj s take reservations,accept_reservations
can i hear some music by cloud control,play_music
let me know what my interest rate is,interest_rate
i d like for their to be a pto request for me made for the dates june 4th to june 8th,pto_request
i d like a new life insurance plan,insurance_change
what kind of meetings do i have today,meeting_schedule
what is the average wait time to be seated for dinner at rouge,how_busy
i m i okayed for vacation time,pto_request_status
will you notify me when my new card is on the way,replacement_card_duration
what timezone is scotland in,timezone
what s the latest joke you ve heard,tell_joke
would you say you are working for me,who_do_you_work_for
my visa has been damaged,damaged_card
where s my credit score,credit_score
when s payday,payday
is there air in my tires,tire_pressure
did they process the credit card i applied for,application_status
do i have enough in my boa account for a new pair of skis,balance
what state were you born in,where_are_you_from
nice song what is it,what_song
set a reminder for tomorrows meeting,reminder_update
is it normal to use mayo instead of cheese,ingredient_substitution
give me the time left before i get to the hotel,distance
does bill gates still have any material participation in the running of microsoft,out_of_scope
can you tell me the time,time
i will be telling my bank of my upcoming trip to spain,travel_notification
how long until my cereal is ruined,food_last
i am wanting to know how many carry ons i can take on a flight with southwest airlines to houston,carry_on
if i travel abroad do i need vaccinations,vaccines
any headlines from my areai,out_of_scope
when do i need to change my motor oil next,oil_change_when
i m going to south africa do i need to get any shots first,vaccines
how do i know when to change my tires,tire_change
let me know how much gas i have in total,gas
how much pto have i used so far,pto_used
i was trying to buy qtips at walmart and my card got declined,card_declined
how do i make sure my credit doesn t fall,improve_credit_score
flip a heads or tails coin i pick heads,flip_coin
what music is playing on the the bluetooth now,what_song
tell me what s in tacos,ingredients_list
what does x s music sound like,play_music
book me a flight to jackson mississippi from austin texas on american airlines,book_flight
i go by the name jim,change_user_name
what are my reminders,reminder
what is the expiration date on my visa card,expiration_date
what is the carry on policy for flights on panam,carry_on
can you tell me your place of origin,where_are_you_from
explain to me how to rollover my 401k,rollover_401k
can i book a meeting room from 2 00 pm to 3 00 pm,schedule_meeting
can i get my limit increased on my discover card,credit_limit_change
can you turn the oven to 350,smart_home
just shut up,cancel
is it possible to pay my bill,pay_bill
make a reminder to schedule a tire check,schedule_maintenance
inform me of the calorie content of vanilla ice cream,calories
please tell me when the last time was that my car was in the shop,last_maintenance
i can t remember if i added the fun run to my calendar yet did i,calendar
the intake of calories it it bad,calories
do i have any due bills and how much,bill_balance
what would be good for dinner,meal_suggestion
what site publishes the most fake news,out_of_scope
my credit score is,credit_score
will you please do the male british accent,change_accent
does moes in la except rerservations,accept_reservations
how does a optical mouse work,out_of_scope
when does my card expire the one ending in 1234,expiration_date
what s the closest mcdonalds,directions
thank you goodbye,goodbye
what are the carry on restrictions for singapore airlines,carry_on
do i have carrots on my shopping list,shopping_list
what timezone would i be in if i traveled to moscow,timezone
is it possible to book a room at the taco bell for reavers at 3,restaurant_reservation
my card didn t go through when i was buying a case of water at walmart,card_declined
switch whisper mode off,whisper_mode
i would like a timer set,timer
is a plug converter required for haiti,plug_type
i wanna know when my flight scheduled to board,flight_status
can you set up alarms for one in the afternoon and ten at night,alarm
please switch to whisper mode,whisper_mode
time taken from home to doctors office,distance
when was my last maintenance on my car in the shop,last_maintenance
how do i go about applying for a new credit card,new_card
cancel my reservation for me,cancel_reservation
who s responsible for your existence,who_made_you
so where did you live when you were a baby,where_are_you_from
please transfer 250 from checking to savings,transfer
let me know the number of vacation days i have,pto_balance
i need to change my insurance to a plan with a lower deductible,insurance_change
remove the may 11 event called baby shower from my calendar,calendar_update
set 4 as the volume,change_volume
i want to book a hotel room for 10 people from monday to tuesday in manhattan,book_hotel
are you one of my employees,who_do_you_work_for
let me hear all of the items on my to do list please,todo_list
i want to hear everything on my reminder list,reminder
what kind of weather can i expect now,weather
tell me why i get an error logging in to my bank account,account_blocked
can you tell me if ruby tuesday does reservations,accept_reservations
where did your mom give birth,where_are_you_from
can you retrieve client d s file please,out_of_scope
tell me the minimum payment of my bill,min_payment
tell me what name to use to refer to you,what_is_your_name
inform me of my credit score,credit_score
whats the title of this,what_song
that s right,yes
what s the least i can pay towards this bill,min_payment
i need you to order a new pair of eyeglasses for me,out_of_scope
please tell me my pin number for my synovus account,pin_change
i d like to hear a fun fact about adult entertainment,fun_fact
give me the low down on my income,income
add this song to my slow jams playlist,update_playlist
what amount of gas do i have in my car,gas
can i see my transactions from yesterday,transactions
call someone for me,make_call
please inform me of the minimum payment of the bill,min_payment
what is the lowest amount i can pay for my cable bill,min_payment
my american saving bank was stolen,report_lost_card
i need to know the calorie count of a bacon cheeseburger,calories
go past this song,next_song
that is right,yes
i need 20000 transferred from my savings to my checking,transfer
switch over to whisper mode,whisper_mode
let shih chieh see my location,share_location
do i need an international visa to enter canada,international_visa
what is the deadline to register at university of georgia,out_of_scope
how much is due for my water bill,bill_balance
how many vacation days do i have to spend,pto_balance
i want to schedule somewhere get my tires checked out,schedule_maintenance
why did my bank account freeze,account_blocked
tell me the credit limit on my mastercard,credit_limit
place cleaning the backyard on my list of things to do,todo_list_update
incorrect it is certainly a false statement,no
i d like to share my location with stephanie,share_location
did i set march 10th as my doctor s appointment,calendar
please go on amazon so i can buy bluetooth speakers,order
my card is lost what do i do,report_lost_card
text nick and tell him the car s ready,text
what will i need to pay in federal taxes,taxes
whats my delta flight s status,flight_status
go to next song please,next_song
does cuba require vaccines,vaccines
slow your speech,change_speed
i need you to look up the date of my car s last visit to the shop,last_maintenance
i need water on my shopping list and beer off of it,shopping_list_update
any word on my healthcare plan,insurance
how do you say hello in mexico,translate
electrical plugs used in that country,plug_type
add staff meeting to my calendar for march 1 at 10 00 in the morning,calendar_update
can i make your name different,change_ai_name
tell me my visa limit,credit_limit
do i need a socket converter if i m going to be in france,plug_type
please send my location to kevin and also to lucy,share_location
what are my recent transaction,transactions
which way do we go and how long will it take to get to the sears tower in chicago,distance
since i ran out order more bread,order
go ahead and give me the tire pressure of my vehicle,tire_pressure
is mcdonalds busy around 9,how_busy
king of acid,out_of_scope
how do i get to central park by foot,directions
tell me what pokemon is,out_of_scope
who are you employed by,who_do_you_work_for
do you know if whether or not zeus does reservations,accept_reservations
does my car have enough gas to get to chicago,gas
when should i change my oil again,oil_change_when
what is the result when you roll a four sided die,roll_dice
i want to know how to change my oil,oil_change_how
take it easy ,goodbye
how many of my vacation days do i have remaining,pto_balance
tell me the status of my day off request,pto_request_status
please tell me trivia about hamburgers,fun_fact
how do i go about setting up paycheck direct deposit,direct_deposit
please give me a suggestion for what to make for dinner,meal_suggestion
check maps for my location,current_location
put rice and pudding on my shopping list cause i need them,shopping_list_update
delta has too many carry on restrictions do you know them,carry_on
how do i redeem my visa points,redeem_rewards
please cancel your present task,cancel
find a new voice that is slower than your current voice,change_speed
do i need more air in my tires,tire_pressure
i need to share my location with noel,share_location
is this where i get a w2,w2
does burger king accept reservations,accept_reservations
change and set your language setting to english,change_language
roll a six sided die for me and tell me the result,roll_dice
how long is pork good in the fridge,food_last
can you tell me the minimum payment of my bill,min_payment
whats the expiration date on my credit card,expiration_date
please transfer 100 dollars between my amazon payments and savings accounts,transfer
can you apply for idaho independent card for me,new_card
what ingredients are in sugar cookies,ingredients_list
give me some restaurant suggestions,restaurant_suggestion
tell me the ingredients in pizza,ingredients_list
how many miles per gallon does this car get on the highway,mpg
whats the status of my south west flight,flight_status
check to see how long of a wait i would be facing if i go to outback steakhouse,how_busy
at 5 pm is kaya very busy,how_busy
go ahead an unsync my phone now,sync_device
what time do i have to pay z bill,bill_due
help me with math,calculator
in tampa i d like to rent a sedan from 4 1 until 4 5,car_rental
please text john,text
i just used my final check order more,order_checks
i want to switch speaking to french,change_language
will i make it on the gas i have to orlando,gas
when does my amex expire,expiration_date
can you give me a hand paying my water bill,pay_bill
tell me a fun trivia bit about artificial intelligence,fun_fact
roll the five sided die,roll_dice
so does outback steakhouse have good reviews,restaurant_reviews
what steps should i follow if i lost my luggage,lost_luggage
how much do i have available on my visa card,credit_limit
what do i get taxed at my income level,taxes
do i need to get a plug converter for athens,plug_type
read me some different cat trivia items,fun_fact
i can t say for certain either way,maybe
does chillis have good reviews,restaurant_reviews
when are we off work next,next_holiday
can i start calling you fred,change_ai_name
who is it that you work for,who_do_you_work_for
have a good one,goodbye
can you suggest any good meals from chicago,meal_suggestion
i need to replace my credit card because i ran it over with the lawn mower,damaged_card
is there a meaning to life,meaning_of_life
what place were you made at,where_are_you_from
i wanna know some things to do in phoenix,travel_suggestion
how are things going,greeting
i need to send my location to my friend steve,share_location
i left my phone somewhere,find_phone
what time is boarding scheduled,flight_status
coin flip,flip_coin
i want to a book a roundtrip flight from san antonio to dtw departing on friday and returning on wednesday,book_flight
my discover card expires on what date,expiration_date
are there any meeting rooms free from 10 00 am until 10 30 am,schedule_meeting
please put a block on my discover account immediately,freeze_account
can the nsa crack the encryption on my iphone,out_of_scope
how do i know when to pay my gas bill,bill_due
i would like to cancel my reservations,cancel_reservation
give me tomorrow s date please,date
please put cleaning on my list of things to do,todo_list_update
what is the interest rate on my barclay card arrival credit card,interest_rate
how low is my gas tank,gas
i d like to pencil in a meeting with seth at 11am,schedule_meeting
what is the number of pto days i have left,pto_balance
what hobbies do you like,what_are_your_hobbies
your age please,how_old_are_you
i want to go out to eat but have no idea where to go do you know of any places,restaurant_suggestion
my luggage was lost so what do i do,lost_luggage
i m going to need a meeting room on 9am on tuesday,schedule_meeting
what time is my meeting with fred scheduled for,meeting_schedule
how much did i spend on gas last week,spending_history
what s the traffic at lexington,traffic
how many calories are in a bowel of wheaties,calories
who is your employeer,who_do_you_work_for
please let me know how my credit card application is going,application_status
how much does it seem my state taxes will be,taxes
help me transfer 100 from my checking to saving account,transfer
please immediatly block my presidential bank account right now,freeze_account
i just used up my toothpaste and need you to order more,order
look up how to apply cream to smooth itchiness,out_of_scope
my checking account needs a new pin number,pin_change
is it possible to make reservations at chili s,accept_reservations
is regular gas ok or does this car need something else,gas_type
under the name zebee book a reservation at the xenophobe for 3,restaurant_reservation
how many years on the earth,how_old_are_you
book me a hotel with good ratings in nashville,book_hotel
i cannot use my card cuz it s damaged,damaged_card
what will it take to achieve world peace,out_of_scope
i would like a coin flip,flip_coin
what is the current market trend,out_of_scope
inform my bank that i ll be going to europe,travel_notification
what s your name anyway,what_is_your_name
did they approve my day off request,pto_request_status
tell me how to get my points from credit card use cashed in,redeem_rewards
my broken card won t work,damaged_card
could you submit a pto request for me from dates mar 3 to 9 please,pto_request
can you switch out of whisper mode,whisper_mode
i need an uber that will accommodate eight people to go to the closest amc theater,uber
how do i make the perfect omelette,recipe
i need a good laugh,tell_joke
suggest a restaurant for me to eat tonight please,restaurant_suggestion
what s the current prevailing interest rate for mortgages in my area,out_of_scope
um i m not totally sure,maybe
ill pass,no
let me know what kinds of pets you have,do_you_have_pets
i wonder if i have enough money in my chase account for a bike,balance
are you really an actual human being,are_you_a_bot
my luggage is lost i was on delta flight ab123 out of new york,lost_luggage
change name for me,change_user_name
i m out of my checks i need some new ones,order_checks
what created you,who_made_you
how about a coin flip,flip_coin
i need to cook what should i make,meal_suggestion
i would have to say the answer to that is no,no
where is your home,where_are_you_from
what day is the z bill due,bill_due
the cars riding funny does the tire pressure feel low to you,tire_pressure
march 3rd needs to be cleared on my calendar,calendar_update
what is my amazon card s rewards balance,rewards_balance
please double check my reservations for six at mani,confirm_reservation
do you know the expiration date on my credit card,expiration_date
tell me flight dl123 s statud,flight_status
what is my name saved as in your system,user_name
how do i roll over my 401k,rollover_401k
what is the status of my frontier flight,flight_status
how many dollars have i spent on coffee this month,spending_history
what timezone is phoenix in,timezone
can you confirm that i have a reservation for 2 20 at 6 00 pm,confirm_reservation
use whisper voice,whisper_mode
when do i need to pay the cable bill,bill_due
purchase a computer for me,order
that s wrong,no
